# generated_utc	2026-08-14T15:32:51+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	150
seed_name	target_dest	branch	rng_seed	n_evaluated	distinct_destinations	target_retained	retention_rate
robin_281	281	A_CARRIER	NA	9	4	0	0.0
robin_281	281	A_CARRIER	NA	10	5	0	0.0
robin_281	281	B_GATE	NA	1	1	0	0.0
robin_281	281	B_GATE	NA	2	2	0	0.0
robin_281	281	B_GATE	NA	3	3	0	0.0
robin_281	281	B_GATE	NA	4	4	0	0.0
robin_281	281	B_GATE	NA	5	4	0	0.0
robin_281	281	B_GATE	NA	6	5	0	0.0
robin_281	281	B_GATE	NA	7	5	0	0.0
robin_281	281	B_GATE	NA	8	5	0	0.0
robin_281	281	B_GATE	NA	9	5	0	0.0
robin_281	281	B_GATE	NA	10	5	0	0.0
robin_281	281	E_CONTINUATION	NA	1	1	1	1.0
robin_281	281	E_CONTINUATION	NA	2	1	2	1.0
robin_281	281	E_CONTINUATION	NA	3	1	3	1.0
robin_281	281	E_CONTINUATION	NA	4	1	4	1.0
robin_281	281	E_CONTINUATION	NA	5	1	5	1.0
robin_281	281	E_CONTINUATION	NA	6	1	6	1.0
robin_281	281	E_CONTINUATION	NA	7	1	7	1.0
robin_281	281	E_CONTINUATION	NA	8	1	8	1.0
robin_281	281	E_CONTINUATION	NA	9	1	9	1.0
robin_281	281	E_CONTINUATION	NA	10	1	10	1.0
robin_281	281	C_LOCAL	0	1	1	0	0.0
robin_281	281	C_LOCAL	0	2	1	0	0.0
robin_281	281	C_LOCAL	0	3	1	0	0.0
robin_281	281	C_LOCAL	0	4	2	0	0.0
robin_281	281	C_LOCAL	0	5	3	1	0.2
robin_281	281	C_LOCAL	0	6	3	1	0.16666666666666666
robin_281	281	C_LOCAL	0	7	3	1	0.14285714285714285
robin_281	281	C_LOCAL	0	8	3	2	0.25
robin_281	281	C_LOCAL	0	9	4	2	0.2222222222222222
robin_281	281	C_LOCAL	0	10	4	2	0.2
robin_281	281	D_RANDOM_TOKEN	0	1	1	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	2	2	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	3	2	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	4	2	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	5	3	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	6	3	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	7	4	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	8	5	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	9	5	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	10	5	0	0.0
cold_38	38	A_CARRIER	NA	1	1	1	1.0
cold_38	38	A_CARRIER	NA	2	2	1	0.5
cold_38	38	A_CARRIER	NA	3	2	1	0.3333333333333333
cold_38	38	A_CARRIER	NA	4	2	1	0.25
cold_38	38	A_CARRIER	NA	5	3	1	0.2
cold_38	38	A_CARRIER	NA	6	4	1	0.16666666666666666
cold_38	38	A_CARRIER	NA	7	5	1	0.14285714285714285
cold_38	38	A_CARRIER	NA	8	6	1	0.125
cold_38	38	A_CARRIER	NA	9	7	1	0.1111111111111111
cold_38	38	A_CARRIER	NA	10	7	1	0.1
cold_38	38	B_GATE	NA	1	1	0	0.0
cold_38	38	B_GATE	NA	2	2	0	0.0
cold_38	38	B_GATE	NA	3	3	0	0.0
cold_38	38	B_GATE	NA	4	3	0	0.0
cold_38	38	B_GATE	NA	5	3	0	0.0
cold_38	38	B_GATE	NA	6	3	0	0.0
cold_38	38	B_GATE	NA	7	3	0	0.0
cold_38	38	B_GATE	NA	8	3	0	0.0
cold_38	38	B_GATE	NA	9	3	0	0.0
cold_38	38	B_GATE	NA	10	3	0	0.0
cold_38	38	E_CONTINUATION	NA	1	1	1	1.0
cold_38	38	E_CONTINUATION	NA	2	1	2	1.0
cold_38	38	E_CONTINUATION	NA	3	1	3	1.0
cold_38	38	E_CONTINUATION	NA	4	1	4	1.0
cold_38	38	E_CONTINUATION	NA	5	1	5	1.0
cold_38	38	E_CONTINUATION	NA	6	1	6	1.0
cold_38	38	E_CONTINUATION	NA	7	1	7	1.0
cold_38	38	E_CONTINUATION	NA	8	1	8	1.0
cold_38	38	E_CONTINUATION	NA	9	2	8	0.8888888888888888
cold_38	38	E_CONTINUATION	NA	10	2	9	0.9
cold_38	38	C_LOCAL	0	1	1	0	0.0
cold_38	38	C_LOCAL	0	2	2	0	0.0
cold_38	38	C_LOCAL	0	3	2	0	0.0
cold_38	38	C_LOCAL	0	4	2	0	0.0
cold_38	38	C_LOCAL	0	5	2	0	0.0
cold_38	38	C_LOCAL	0	6	2	0	0.0
cold_38	38	C_LOCAL	0	7	2	0	0.0
cold_38	38	C_LOCAL	0	8	2	0	0.0
cold_38	38	C_LOCAL	0	9	2	0	0.0
cold_38	38	C_LOCAL	0	10	2	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	1	1	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	2	2	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	3	2	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	4	2	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	5	3	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	6	3	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	7	4	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	8	5	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	9	5	0	0.0
cold_38	38	D_RANDOM_TOKEN	0	10	5	0	0.0
