# generated_utc	2026-08-14T15:32:51+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	153
string	bos	rho	n_tok	dest	delta	t_star	runner_up	peak_val	tokens	token_ids	peak_20	peakpos_20	peak_38	peakpos_38	peak_281	peakpos_281	peak_464	peakpos_464	peak_1430	peakpos_1430	peak_1790	peakpos_1790	peak_1888	peakpos_1888	peak_2094	peakpos_2094	peak_2256	peakpos_2256	prefix	prefix_dest	prefix_delta	prefix_agrees	seed_name	seed_string	target_dest	branch	rng_seed	evaluation_index	source_string	source_token_ids	intended_token_ids	realised_token_ids	intended_n_tok	realised_n_tok	intended_edit_distance	realised_edit_distance	roundtrip_stable	intervention_agrees	edit_position
it was cold	1	R	3	38	0.259758	3	1888	2.922295	["it", " was", " cold"]	[270, 373, 4692]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	A_CARRIER	NA	1	it was cold	[270, 373, 4692]	[270, 373, 4692]	[270, 373, 4692]	3	3	0	0	1	1	NA
it is cold	1	R	3	1888	0.170287	1	38	2.662537	["it", " is", " cold"]	[270, 318, 4692]	-0.00705	0	2.49225	3	0.169025	1	0.376973	2	-0.011746	2	2.016331	1	2.662537	1	0.737927	3	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	A_CARRIER	NA	2	it was cold	[270, 373, 4692]	[270, 318, 4692]	[270, 318, 4692]	3	3	1	1	1	1	NA
it felt cold	1	R	3	1888	0.11264	1	38	2.662537	["it", " felt", " cold"]	[270, 2936, 4692]	-0.00705	0	2.549897	3	0.350019	2	0.163932	1	-0.005715	2	2.016331	1	2.662537	1	1.396099	3	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	A_CARRIER	NA	3	it was cold	[270, 373, 4692]	[270, 2936, 4692]	[270, 2936, 4692]	3	3	1	1	1	1	NA
it seemed cold	1	R	3	1888	0.149181	1	38	2.662537	["it", " seemed", " cold"]	[270, 3947, 4692]	-0.00705	0	2.513356	3	0.181208	2	0.163932	1	-0.005096	2	2.016331	1	2.662537	1	1.542355	3	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	A_CARRIER	NA	4	it was cold	[270, 373, 4692]	[270, 3947, 4692]	[270, 3947, 4692]	3	3	1	1	1	1	NA
this was cold	1	R	3	3052	0.293171	2	2256	2.654041	["this", " was", " cold"]	[5661, 373, 4692]	-0.00705	0	1.604964	3	0.758513	3	0.825628	1	-0.047066	3	2.130748	1	2.137255	1	1.309536	3	2.36087	0	this was	3052	0.293171	1	cold_38	it was cold	38	A_CARRIER	NA	5	it was cold	[270, 373, 4692]	[5661, 373, 4692]	[5661, 373, 4692]	3	3	1	1	1	1	NA
that was cold	1	R	3	2761	0.231898	3	1888	2.663876	["that", " was", " cold"]	[5562, 373, 4692]	-0.00705	0	1.516748	3	0.042826	3	0.378389	1	-0.033027	3	2.143235	1	2.431978	1	1.141514	3	2.36087	0	that was cold	2761	0.231898	1	cold_38	it was cold	38	A_CARRIER	NA	6	it was cold	[270, 373, 4692]	[5562, 373, 4692]	[5562, 373, 4692]	3	3	1	1	1	1	NA
everything was cold	1	R	3	1790	0.130991	1	2761	2.620756	["everything", " was", " cold"]	[37814, 373, 4692]	-0.00705	0	2.245716	3	0.507138	1	-0.033355	0	-0.043449	3	2.620756	1	2.162887	1	0.694227	3	2.36087	0	everything	1790	0.259886	1	cold_38	it was cold	38	A_CARRIER	NA	7	it was cold	[270, 373, 4692]	[37814, 373, 4692]	[37814, 373, 4692]	3	3	1	1	1	1	NA
nothing was cold	1	R	3	1613	0.208872	2	2572	2.779959	["nothing", " was", " cold"]	[22366, 373, 4692]	-0.00705	0	1.769103	3	0.143924	3	0.021808	1	-0.033313	2	1.775347	2	2.158633	1	0.299086	3	2.36087	0	nothing was	1613	0.208872	1	cold_38	it was cold	38	A_CARRIER	NA	8	it was cold	[270, 373, 4692]	[22366, 373, 4692]	[22366, 373, 4692]	3	3	1	1	1	1	NA
the air was cold	1	R	4	2073	0.764402	2	38	3.571815	["the", " air", " was", " cold"]	[1169, 1633, 373, 4692]	-0.00705	0	2.807413	4	0.510449	2	0.516699	1	-0.044169	4	2.74375	1	2.623779	1	1.438031	4	2.36087	0	the air	2073	0.828063	1	cold_38	it was cold	38	A_CARRIER	NA	9	it was cold	[270, 373, 4692]	[1169, 1633, 373, 4692]	[1169, 1633, 373, 4692]	4	4	2	2	1	1	NA
the water was cold	1	R	4	1790	0.017949	1	2073	2.74375	["the", " water", " was", " cold"]	[1169, 1660, 373, 4692]	-0.00705	0	1.854482	4	0.163982	1	0.516699	1	-0.033951	4	2.74375	1	2.662838	2	1.36333	4	2.36087	0	the	1790	0.119972	1	cold_38	it was cold	38	A_CARRIER	NA	10	it was cold	[270, 373, 4692]	[1169, 1660, 373, 4692]	[1169, 1660, 373, 4692]	4	4	2	2	1	1	NA
it was Mackinaw	1	R	5	20	0.253071	4	1430	3.134665	["it", " was", " Mack", "in", "aw"]	[270, 373, 16640, 259, 707]	3.134665	4	0.664959	2	0.169025	1	0.163932	1	2.881595	4	2.132133	4	2.662537	1	0.239423	0	2.36087	0	it was Mackin	20	0.253071	1	cold_38	it was cold	38	B_GATE	NA	1	it was cold	[270, 373, 4692]	[270, 373, 16640, 259, 707]	[270, 373, 16640, 259, 707]	5	5	3	3	1	1	NA
it was Nantucket	1	R	5	858	0.390313	3	1888	3.05285	["it", " was", " N", "ant", "ucket"]	[270, 373, 399, 415, 38811]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it was N	858	0.390313	1	cold_38	it was cold	38	B_GATE	NA	2	it was cold	[270, 373, 4692]	[270, 373, 399, 415, 38811]	[270, 373, 399, 415, 38811]	5	5	3	3	1	1	NA
it was Iceland	1	R	3	1888	0.301667	1	2256	2.662537	["it", " was", " Iceland"]	[270, 373, 17333]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	B_GATE	NA	3	it was cold	[270, 373, 4692]	[270, 373, 17333]	[270, 373, 17333]	3	3	1	1	1	1	NA
it was Greenland	1	R	3	1888	0.367135	3	2256	2.728005	["it", " was", " Greenland"]	[270, 373, 30155]	-0.00705	0	0.664959	2	0.179588	3	0.163932	1	-0.006815	2	2.016331	1	2.728005	3	0.239423	0	2.36087	0	it was Greenland	1888	0.367135	1	cold_38	it was cold	38	B_GATE	NA	4	it was cold	[270, 373, 4692]	[270, 373, 30155]	[270, 373, 30155]	3	3	1	1	1	1	NA
it was Labrador	1	R	3	1888	0.308919	3	2256	2.669789	["it", " was", " Labrador"]	[270, 373, 45246]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.669789	3	0.239423	0	2.36087	0	it was Labrador	1888	0.308919	1	cold_38	it was cold	38	B_GATE	NA	5	it was cold	[270, 373, 4692]	[270, 373, 45246]	[270, 373, 45246]	3	3	1	1	1	1	NA
it was Patagonia	1	R	5	1888	0.301667	1	2256	2.662537	["it", " was", " Pat", "agon", "ia"]	[270, 373, 3208, 1840, 544]	0.236003	4	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	B_GATE	NA	6	it was cold	[270, 373, 4692]	[270, 373, 3208, 1840, 544]	[270, 373, 3208, 1840, 544]	5	5	3	3	1	1	NA
it was Zanzibar	1	R	6	1888	0.41782	3	1790	2.951416	["it", " was", " Z", "anz", "ib", "ar"]	[270, 373, 1168, 35410, 571, 283]	0.759994	5	0.664959	2	0.169025	1	0.163932	1	0.19162	5	2.533596	5	2.951416	3	0.239423	0	2.36087	0	it was Z	1888	0.590547	1	cold_38	it was cold	38	B_GATE	NA	7	it was cold	[270, 373, 4692]	[270, 373, 1168, 35410, 571, 283]	[270, 373, 1168, 35410, 571, 283]	6	6	4	4	1	1	NA
it was harbour	1	R	3	1888	0.674992	3	2256	3.035862	["it", " was", " harbour"]	[270, 373, 39720]	-0.00705	0	0.664959	2	0.921459	3	0.163932	1	-0.006815	2	2.269551	3	3.035862	3	0.239423	0	2.36087	0	it was harbour	1888	0.674992	1	cold_38	it was cold	38	B_GATE	NA	8	it was cold	[270, 373, 4692]	[270, 373, 39720]	[270, 373, 39720]	3	3	1	1	1	1	NA
it was anchor	1	R	3	1888	0.357623	3	2256	2.718493	["it", " was", " anchor"]	[270, 373, 18021]	-0.001669	3	0.664959	2	0.883123	3	0.163932	1	-0.006815	2	2.016331	1	2.718493	3	0.239423	0	2.36087	0	it was anchor	1888	0.357623	1	cold_38	it was cold	38	B_GATE	NA	9	it was cold	[270, 373, 4692]	[270, 373, 18021]	[270, 373, 18021]	3	3	1	1	1	1	NA
it was rigging	1	R	3	1888	0.301667	1	2256	2.662537	["it", " was", " rigging"]	[270, 373, 48784]	-0.001254	3	0.901746	3	0.417817	3	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	B_GATE	NA	10	it was cold	[270, 373, 4692]	[270, 373, 48784]	[270, 373, 48784]	3	3	1	1	1	1	NA
it was cold	1	R	3	38	0.259758	3	1888	2.922295	["it", " was", " cold"]	[270, 373, 4692]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	1	it was cold	[270, 373, 4692]	[270, 373, 4692]	[270, 373, 4692]	3	3	0	0	1	1	NA
it was cold.	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", "."]	[270, 373, 4692, 13]	-0.00705	0	2.922295	3	0.593246	4	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	2	it was cold	[270, 373, 4692]	[270, 373, 4692, 13]	[270, 373, 4692, 13]	4	4	1	1	1	1	NA
it was cold,	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", ","]	[270, 373, 4692, 11]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	3	it was cold	[270, 373, 4692]	[270, 373, 4692, 11]	[270, 373, 4692, 11]	4	4	1	1	1	1	NA
it was cold!	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", "!"]	[270, 373, 4692, 0]	-0.00705	0	2.922295	3	1.151807	4	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	4	it was cold	[270, 373, 4692]	[270, 373, 4692, 0]	[270, 373, 4692, 0]	4	4	1	1	1	1	NA
it was cold?	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", "?"]	[270, 373, 4692, 30]	-0.00705	0	2.922295	3	1.065475	4	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	5	it was cold	[270, 373, 4692]	[270, 373, 4692, 30]	[270, 373, 4692, 30]	4	4	1	1	1	1	NA
it was cold;	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", ";"]	[270, 373, 4692, 26]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	6	it was cold	[270, 373, 4692]	[270, 373, 4692, 26]	[270, 373, 4692, 26]	4	4	1	1	1	1	NA
it was cold:	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", ":"]	[270, 373, 4692, 25]	-0.00705	0	2.922295	3	0.422035	4	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	7	it was cold	[270, 373, 4692]	[270, 373, 4692, 25]	[270, 373, 4692, 25]	4	4	1	1	1	1	NA
it was cold...	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", "..."]	[270, 373, 4692, 986]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	8	it was cold	[270, 373, 4692]	[270, 373, 4692, 986]	[270, 373, 4692, 986]	4	4	1	1	1	1	NA
it was colder	1	R	3	1888	0.301667	1	2256	2.662537	["it", " was", " colder"]	[270, 373, 38427]	-0.00705	0	1.913988	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.728997	3	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	E_CONTINUATION	NA	9	it was cold	[270, 373, 4692]	[270, 373, 38427]	[270, 373, 38427]	3	3	1	1	1	1	NA
it was coldest	1	R	4	38	0.259758	3	1888	2.922295	["it", " was", " cold", "est"]	[270, 373, 4692, 395]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	E_CONTINUATION	NA	10	it was cold	[270, 373, 4692]	[270, 373, 4692, 395]	[270, 373, 4692, 395]	4	4	1	1	1	1	NA
 Artists was cold	1	R	3	1888	0.143372	1	2761	3.349124	[" Artists", " was", " cold"]	[37599, 373, 4692]	-0.00705	0	0.975455	3	-0.000821	0	0.483343	1	-0.042533	2	2.272016	1	3.349124	1	1.088254	3	2.36087	0	 Artists	1888	0.988255	1	cold_38	it was cold	38	C_LOCAL	0	1	it was cold	[270, 373, 4692]	[37599, 373, 4692]	[37599, 373, 4692]	3	3	1	1	1	1	0
 Dennis was cold	1	R	3	2761	0.278176	3	1888	3.340284	[" Dennis", " was", " cold"]	[16902, 373, 4692]	-0.00705	0	0.956295	3	-0.000821	0	0.558351	1	-0.029303	1	2.269734	2	3.062109	1	1.285647	3	2.36087	0	 Dennis was cold	2761	0.278176	1	cold_38	it was cold	38	C_LOCAL	0	2	it was cold	[270, 373, 4692]	[16902, 373, 4692]	[16902, 373, 4692]	3	3	1	1	1	1	0
 Veteran was cold	1	R	3	1888	0.225077	1	2761	3.164848	[" Veteran", " was", " cold"]	[32733, 373, 4692]	-0.00705	0	0.957223	3	-0.000821	0	1.409008	1	-0.044745	2	2.403769	1	3.164848	1	0.928673	3	2.36087	0	 Veteran	1888	0.761079	1	cold_38	it was cold	38	C_LOCAL	0	3	it was cold	[270, 373, 4692]	[32733, 373, 4692]	[32733, 373, 4692]	3	3	1	1	1	1	0
itMedium cold	1	R	3	1888	0.055369	1	3050	2.662537	["it", "Medium", " cold"]	[270, 31205, 4692]	-0.00705	0	0.879572	3	0.180828	3	0.163932	1	-0.059255	3	2.016331	1	2.662537	1	0.353075	3	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	C_LOCAL	0	4	it was cold	[270, 373, 4692]	[270, 31205, 4692]	[270, 31205, 4692]	3	3	1	1	1	1	1
it was MU	1	R	3	1888	0.084885	1	858	2.662537	["it", " was", " MU"]	[270, 373, 25108]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	C_LOCAL	0	5	it was cold	[270, 373, 4692]	[270, 373, 25108]	[270, 373, 25108]	3	3	1	1	1	1	2
 Watch was cold	1	R	3	2761	0.363807	3	1888	3.014375	[" Watch", " was", " cold"]	[6305, 373, 4692]	-0.00705	0	1.767511	3	-0.000821	0	0.859176	1	-0.075928	3	2.068108	1	2.650568	1	1.339253	3	2.36087	0	 Watch was cold	2761	0.363807	1	cold_38	it was cold	38	C_LOCAL	0	6	it was cold	[270, 373, 4692]	[6305, 373, 4692]	[6305, 373, 4692]	3	3	1	1	1	1	0
itomm cold	1	R	3	1888	0.123184	1	2328	2.662537	["it", "omm", " cold"]	[270, 2002, 4692]	-0.00705	0	1.228912	3	1.142655	2	0.336089	3	-0.042754	3	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	C_LOCAL	0	7	it was cold	[270, 373, 4692]	[270, 2002, 4692]	[270, 2002, 4692]	3	3	1	1	1	1	1
it Shepard cold	1	R	3	1888	0.438221	2	2256	2.799091	["it", " Shepard", " cold"]	[270, 28606, 4692]	-0.00705	0	1.513836	3	0.169025	1	0.163932	1	-0.036748	3	2.348954	2	2.799091	2	0.239423	0	2.36087	0	it Shepard	1888	0.438221	1	cold_38	it was cold	38	C_LOCAL	0	8	it was cold	[270, 373, 4692]	[270, 28606, 4692]	[270, 28606, 4692]	3	3	1	1	1	1	1
it wased	1	R	3	1888	0.301667	1	2256	2.662537	["it", " was", "ed"]	[270, 373, 276]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	cold_38	it was cold	38	C_LOCAL	0	9	it was cold	[270, 373, 4692]	[270, 373, 276]	[270, 373, 276]	3	3	1	1	1	1	2
it wasBonus	1	R	3	1888	0.589276	3	2256	2.950146	["it", " was", "Bonus"]	[270, 373, 29435]	-0.00705	0	0.664959	2	0.169025	1	0.163932	1	-0.006815	2	2.231246	3	2.950146	3	0.239423	0	2.36087	0	it wasBonus	1888	0.589276	1	cold_38	it was cold	38	C_LOCAL	0	10	it was cold	[270, 373, 4692]	[270, 373, 29435]	[270, 373, 29435]	3	3	1	1	1	1	2
 choose walkinglevel	1	R	3	464	0.581064	1	1888	3.177628	[" choose", " walking", "level"]	[3853, 6155, 5715]	-0.00705	0	0.11632	0	1.525147	3	3.177628	1	-0.072746	1	2.317758	1	2.596564	1	0.239423	0	2.36087	0	 choose	464	0.581066	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	1	it was cold	[270, 373, 4692]	[3853, 6155, 5715]	[3853, 6155, 5715]	3	3	3	3	1	1	NA
 Fallout meth TBA	1	R	3	1888	0.290085	1	1790	3.343676	[" Fallout", " meth", " TBA"]	[23886, 11248, 48591]	-0.00705	0	0.11632	0	-0.000821	0	1.147677	1	-0.053391	3	3.053591	3	3.343676	1	0.239423	0	2.36087	0	 Fallout	1888	0.736511	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	2	it was cold	[270, 373, 4692]	[23886, 11248, 48591]	[23886, 11248, 48591]	3	3	3	3	1	1	NA
 Vend Bom evolutionary	1	R	3	1888	0.384603	1	1790	3.42747	[" Vend", " Bom", " evolutionary"]	[44220, 20403, 16673]	-0.00705	0	0.11632	0	-0.000821	0	0.383086	1	-0.091582	3	3.042867	1	3.42747	1	0.239423	0	2.36087	0	 Vend	1888	0.384603	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	3	it was cold	[270, 373, 4692]	[44220, 20403, 16673]	[44220, 20403, 16673]	3	3	3	3	1	1	NA
 restroom taxpayers Rolls	1	R	3	1888	0.595647	1	1790	3.425057	[" restroom", " taxpayers", " Rolls"]	[40018, 14086, 40074]	-0.00705	0	0.11632	0	-0.000821	0	0.484828	1	-0.114983	2	2.829409	1	3.425057	1	0.239423	0	2.36087	0	 restroom	1888	0.595647	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	4	it was cold	[270, 373, 4692]	[40018, 14086, 40074]	[40018, 14086, 40074]	3	3	3	3	1	1	NA
roll Ghostsacea	1	R	3	1665	0.003522	1	1888	2.449895	["roll", " Ghosts", "acea"]	[2487, 38389, 44977]	-0.00705	0	0.11632	0	0.150808	1	-0.01725	3	0.157343	3	2.374195	3	2.446373	1	0.239423	0	2.36087	0	roll	1665	0.003522	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	5	it was cold	[270, 373, 4692]	[2487, 38389, 44977]	[2487, 38389, 44977]	3	3	3	3	1	1	NA
 actorsmetal nonpartisan	1	R	3	1888	0.582687	1	1790	2.957074	[" actors", "metal", " nonpartisan"]	[10544, 28469, 42157]	-0.00705	0	0.11632	0	1.416321	2	1.425779	1	0.393522	2	2.374387	2	2.957074	1	0.239423	0	2.36087	0	 actors	1888	0.596204	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	6	it was cold	[270, 373, 4692]	[10544, 28469, 42157]	[10544, 28469, 42157]	3	3	3	3	1	1	NA
eightEffectsReader	1	R	3	1898	0.033469	3	1888	2.836897	["eight", "Effects", "Reader"]	[26022, 47738, 33634]	-0.00705	0	0.11632	0	-0.000821	0	0.043007	1	-0.051832	1	2.342593	1	2.803428	1	0.239423	0	2.36087	0	eightEffectsReader	1898	0.033469	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	7	it was cold	[270, 373, 4692]	[26022, 47738, 33634]	[26022, 47738, 33634]	3	3	3	3	1	1	NA
 Minecraftussen ping	1	R	3	1790	0.062341	2	1888	3.287795	[" Minecraft", "ussen", " ping"]	[24609, 35951, 29400]	-0.00705	0	0.11632	0	0.061474	3	1.353122	1	-0.121913	3	3.287795	2	3.225454	1	0.239423	0	2.36087	0	 Minecraftussen	1790	0.06234	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	8	it was cold	[270, 373, 4692]	[24609, 35951, 29400]	[24609, 35951, 29400]	3	3	3	3	1	1	NA
 hemisphere orcheicro	1	R	3	1888	0.575625	1	1790	3.734245	[" hemisphere", " orche", "icro"]	[33169, 17771, 2500]	-0.00705	0	0.11632	0	0.224617	1	1.114924	1	-0.122657	0	3.15862	1	3.734245	1	0.239423	0	2.36087	0	 hemisphere	1888	0.575626	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	9	it was cold	[270, 373, 4692]	[33169, 17771, 2500]	[33169, 17771, 2500]	3	3	3	3	1	1	NA
 successiren Norton	1	R	3	1888	0.087885	1	1790	3.00992	[" success", "iren", " Norton"]	[1943, 24080, 30722]	-0.00705	0	0.11632	0	1.028459	2	1.401754	1	0.465412	2	2.922035	1	3.00992	1	0.239423	0	2.36087	0	 success	1888	0.087885	1	cold_38	it was cold	38	D_RANDOM_TOKEN	0	10	it was cold	[270, 373, 4692]	[1943, 24080, 30722]	[1943, 24080, 30722]	3	3	3	3	1	1	NA
